@relation 'ObesityDataSet_raw_and_data_sinthetic-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R7-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R8-precision6-weka.filters.unsupervised.attribute.Discretize-B4-M-1.0-R13-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R14-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-R7-N\'(-inf-1.666667]\':Nunca-weka.filters.unsupervised.attribute.RenameNominalValues-R7-N\'(1.666667-2.333333]\':As vezes, \'(2.333333-inf)\':Sempre-weka.filters.unsupervised.attribute.RenameNominalValues-R8-N\'(-inf-2]\':Entre uma e duas, \'(2-3]\':Tres, \'(3-inf)\':Mais de tres-weka.filters.unsupervised.attribute.RenameNominalValues-R13-N\'(-inf-0.75]\':Nao pratica, \'(0.75-1.5]\':Um a dois dias na semana, \'(1.5-2.25]\':Dois a  quatro dias na semana, \'(2.25-inf)\':Quatro a cinco dias na semana-weka.filters.unsupervised.attribute.RenameNominalValues-R14-N\'(-inf-0.6666667]\':Zero a duas horas por dia, \'(0.666667-1.333333]\':Tres a cinco horas por dia, \'(1.333333-inf)\':Mais de cinco horas por dia-weka.filters.unsupervised.attribute.RenameNominalValues-R14-N\'(-inf-0.666667]\':Zero a duas horas por dia-weka.filters.unsupervised.attribute.RenameNominalValues-R15-Nno:Nao consome, Sometimes:As vezes, Frequently:Com frequencia, Always:Sempre-weka.filters.unsupervised.attribute.RenameNominalValues-R16-NPublic_Transportation:Transporte publico, Walking:A pe, Automobile:Automovel, Motorbike:Moto, Bike:Bicicleta-weka.filters.unsupervised.attribute.RenameNominalValues-R1-NFemale:Feminino, Male:Masculino-weka.filters.unsupervised.attribute.RenameNominalValues-R5-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R6-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R10-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R12-Nno:Nao, yes:Sim-weka.filters.unsupervised.attribute.RenameNominalValues-R17-NNormal_Weight:Peso Normal, Overweight_Level_I: Sobrepeso level 1, Overweight_Level_II: Sobrepeso level 2, Obesity_Type_I: Obesidade tipo 1, Obesity_Type_II: Obesidade tipo 2, Obesity_Type_II: Obesidade Tipo 3, Insufficient_Weight: Abaixo do peso-weka.filters.unsupervised.attribute.RenameNominalValues-R17-NObesidade Tipo 3: Obesidade tipo 2, Obesity_Type_III: Obesidade tipo 3-weka.filters.unsupervised.attribute.RenameNominalValues-R9-NSometimes: As vezes, Frequently:Com frequencia, Always:Sempre, no:Nunca-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R11-precision6-weka.filters.unsupervised.attribute.RenameNominalValues-R11-N\'(-inf-1.666667]\':Menos de um litro, \'(1.666667-2.333333]\':Entre um e dois litros, \'(2.333333-inf)\':Mais de dois litros-weka.filters.unsupervised.attribute.MathExpression-EA4/(A3*A3)-R1-2,5-17-weka.filters.unsupervised.attribute.Remove-R4'

@attribute Genero_de_Nascimento {Feminino,Masculino}
@attribute Idade numeric
@attribute IMC numeric
@attribute Tem_historico_de_sobrepeso_familiar {Sim,Nao}
@attribute Come_comidas_caloricas_com_frequencia {Nao,Sim}
@attribute Come_vegetais_nas_refeicoes {Nunca,'As vezes',Sempre}
@attribute Quantidade_de_refeicoes_diarias {'Entre uma e duas',Tres,'Mais de tres'}
@attribute Come_entre_as_refeicoes {'As vezes','Com frequencia',Sempre,Nunca}
@attribute Fuma {Nao,Sim}
@attribute Consumo_de_agua_diario {'Menos de um litro','Entre um e dois litros','Mais de dois litros'}
@attribute Monitora_as_calorias_ingeridas {Nao,Sim}
@attribute Frequencia_de_atividade_fisica {'Nao pratica','Um a dois dias na semana','Dois a  quatro dias na semana','Quatro a cinco dias na semana'}
@attribute Tempo_gasto_com_dispositivos_tecnologicos {'Zero a duas horas por dia','Tres a cinco horas por dia','Mais de cinco horas por dia'}
@attribute Frequencia_de_consumo_de_alcool {'Nao consome','As vezes','Com frequencia',Sempre}
@attribute Meio_de_transporte {'Transporte publico','A pe',Automovel,Moto,Bicicleta}
@attribute Classificacao {'Peso Normal','Sobrepeso level 1','Sobrepeso level 2','Obesidade tipo 1','Abaixo do peso','Obesidade tipo 2','Obesidade tipo 3'}

@data
Masculino,22.889099,36.150469,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.63474,36.135042,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.920362,37.491307,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,31.783845,39.183673,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,31.627962,38.16747,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,22.976188,36.372025,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,22.977357,35.583342,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,40.973007,35.912998,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Obesidade tipo 2'
Masculino,41,37.814523,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','Nao consome',Automovel,'Obesidade tipo 2'
Masculino,21.721507,35.681504,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,21.544554,35.825438,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.000307,38.91684,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,24.0409,38.751984,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,29.509151,35.873123,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,29.246269,36.365676,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,25.341399,36.020187,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.314163,36.601218,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,40.366238,36.859454,Sim,Sim,'As vezes','Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Obesidade tipo 2'
Masculino,33.749594,36.97266,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Obesidade tipo 2'
Masculino,32.867331,35.754638,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,30.403205,35.729096,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,29.687488,35.576904,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,28.992809,35.634074,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,30.475248,37.318026,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,30.350516,35.750525,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,26.684354,35.742416,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,26.607478,36.748896,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,33.174147,38.621815,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,32.29016,38.99476,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,26.050109,36.606752,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.846279,36.857723,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,29.620095,35.20387,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,27.439056,35.372836,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,28.493397,36.571307,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,27.474245,35.436555,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.036269,34.505159,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.825398,37.467853,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,30.493946,38.620319,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,30.607546,38.401643,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,31.194323,36.191566,Sim,Sim,Sempre,Tres,'As vezes',Sim,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,31.36347,36.489401,Sim,Sim,Sempre,Tres,'As vezes',Sim,'Menos de um litro',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.027254,36.339283,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.058566,36.369953,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.417552,37.271571,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.5822,37.574649,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,40.106145,37.973803,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,40.174191,37.6333,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,27.186873,36.469751,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,30.424369,34.689635,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,23.141402,35.57339,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.178638,34.894359,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,22.832105,34.947929,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,23.083621,35.532881,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.079971,37.55759,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,26.947786,36.6786,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,20.101026,39.786652,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,22.789402,38.679611,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,28.404332,35.112186,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,30.003358,36.227005,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,25.136116,36.337665,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.139466,35.935946,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,31.743821,36.241264,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,30.796262,36.117287,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,28.393111,35.039689,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,27.93982,34.720012,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,31.034092,36.360603,Sim,Sim,Sempre,Tres,'As vezes',Sim,'Menos de um litro',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,30.684347,35.439993,Sim,Sim,'As vezes',Tres,'As vezes',Sim,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,30.108216,36.570713,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,31.347497,35.293925,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,31.761799,38.8492,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,30.976932,38.374015,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,37.588628,38.31218,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,37.997912,38.278876,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,21.6548,37.722983,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,22.829753,37.445705,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.015173,36.081858,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,23.812795,37.199773,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,23.975685,35.730849,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.149036,36.27512,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.062942,36.194368,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.140074,36.148851,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,30.722801,38.140162,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Tres a cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,30.916426,38.07603,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,31.010302,38.355468,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Mais de dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,30.605464,38.582012,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,24.622054,38.040971,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,23.745833,38.015911,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,23.327836,38.804102,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,23.411141,38.692425,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Tres a cinco horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,39.825592,37.079954,Sim,Sim,Sempre,'Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Obesidade tipo 2'
Masculino,36.839761,35.035433,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Obesidade tipo 2'
Masculino,33.789301,36.277277,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,34.161998,35.426376,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,22.580038,35.537108,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,22.851721,35.440506,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,23.254934,35.760177,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,22.343204,34.720489,Sim,Sim,Sempre,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,24.006271,38.988105,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,24.001196,38.993492,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Mais de cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,20.156664,39.391648,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Nao pratica','Tres a cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,23.360307,38.795346,Sim,Sim,Sempre,'Entre uma e duas','As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Mais de cinco horas por dia','Nao consome','Transporte publico','Obesidade tipo 2'
Masculino,28.986237,36.699383,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,29.713169,36.414544,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Mais de cinco horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,27.394123,36.091456,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,24.912254,36.413612,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,25.526746,36.26759,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.523127,35.885202,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.822348,36.587084,Sim,Sim,'As vezes',Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Dois a  quatro dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,25.879411,36.621556,Sim,Sim,Nunca,Tres,'As vezes',Nao,'Entre um e dois litros',Nao,'Um a dois dias na semana','Zero a duas horas por dia','As vezes','Transporte publico','Obesidade tipo 2'
Masculino,30.361365,36.099619,Sim,Sim,Nunca,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,30.451174,36.201094,Sim,Sim,Nunca,'Mais de tres','As vezes',Nao,'Entre um e dois litros',Nao,'Nao pratica','Zero a duas horas por dia','As vezes',Automovel,'Obesidade tipo 2'
Masculino,40.564513,35.92103,Sim,Sim,'As vezes','Mais de tres','As vezes',Nao,'Menos de um litro',Nao,'Um a dois dias na semana','Zero a duas horas por dia','Nao consome',Automovel,'Obesidade tipo 2'
